utterance,intent
i'd like a flight on united airlines from dallas to san francisco that leaves after 815 am ,flight
what are the flight numbers of the flights which go from san francisco to washington via indianapolis ,flight_no
looking for a flight from cleveland to dallas ,flight
630 am flight on august twenty seventh from atlanta to dallas ,flight
flights between tampa and st. louis ,flight
show me ground transportation in westchester county ,ground_service
is there ground transportation from atlanta airport to downtown atlanta ,ground_service
show me all the flights out of boston today ,flight
what type of aircraft leaves from boston to washington dc before 9 am ,aircraft
i'd like to see flights from pittsburgh to atlanta ,flight
i'd like a flight from st. petersburg to miami on that next thursday ,flight
give me the earliest flight tomorrow on northwest airlines from st. petersburg to milwaukee ,flight
what flights from atlanta to st. louis on tuesday arriving around 230 pm ,flight
what flights from detroit to st. petersburg ,flight
i need a flight from los angeles to pittsburgh on monday afternoon ,flight
is there an early morning delta airlines flight between boston and washington ,flight
what airlines fly from toronto to san diego with a stopover in denver ,airline
i need a flight from cincinnati to san jose leaving after 6 in the evening ,flight
show me the one way flight from detroit to westchester county with the highest fare ,flight
is there a flight between oakland and boston with a stopover in dallas fort worth on twa ,flight
what kind of ground transportation is there in philadelphia ,ground_service
give me flights from pittsburgh to baltimore ,flight
i'd like to fly from boston to baltimore ,flight
list all the flights that takeoff from general mitchell international ,flight
what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am ,flight
hello i would like to plan a flight from boston to denver ,flight
give me all the flights from miami to chicago on american airlines ,flight
atlanta ground transportation ,ground_service
show me the cheapest one way fares from san diego to miami ,airfare
flights from baltimore to washington dc ,flight
what is the earliest flight that has no stops from washington to san francisco on friday ,flight
list all flights leaving denver on continental on sunday after 2134 ,flight
i would like to fly from denver to pittsburgh and atlanta ,flight
what is the least expensive flight from pittsburgh to atlanta leaving on october fifth ,flight
please show me flights from philadelphia to baltimore between 10 am and 2 pm ,flight
how much does flight ua 297 from denver to san francisco cost ,airfare
show all flights from denver to san francisco ,flight
on november twenty third what flights go from atlanta to denver on delta airlines ,flight
what ground transportation is available in dallas tomorrow ,ground_service
am flights from atlanta to philadelphia ,flight
what does the fare code y mean ,abbreviation
what american airlines flights depart milwaukee for phoenix on saturday or sunday ,flight
which flights depart burbank after noon and arrive in denver by 6 pm ,flight
show me the flights before 11 am on august second from boston to denver on delta ,flight
give me flights from san francisco to boston on thursday afternoon ,flight
what is the cost of limousine service at logan airport ,ground_fare
information on round trip flights from pittsburgh to san francisco first class ,flight
explain the restriction ap 57 ,abbreviation
i would like a flight leaving from boston arriving in san francisco with a stopover in atlanta ,flight
what is airline ff ,airline
is there ground transportation from the airport to downtown phoenix ,ground_service
